img_link,image_page_number,booklet_name,booklet_link,img_name
https://www.alsoouq.com//uploads/2022/07/244716748.JPEG,1.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,244716748.JPEG
https://www.alsoouq.com//uploads/2022/07/6445659745.JPEG,1.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,6445659745.JPEG
https://www.alsoouq.com//uploads/2022/07/7318412056.JPEG,1.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,7318412056.JPEG
https://www.alsoouq.com//uploads/2022/07/9269251575.JPEG,1.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,9269251575.JPEG
https://www.alsoouq.com//uploads/2022/07/7948261771.JPEG,2.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,7948261771.JPEG
https://www.alsoouq.com//uploads/2022/07/511444246.JPEG,2.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,511444246.JPEG
https://www.alsoouq.com//uploads/2022/07/5904219516.JPEG,2.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,5904219516.JPEG
https://www.alsoouq.com//uploads/2022/07/8484847838.JPEG,2.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,8484847838.JPEG
https://www.alsoouq.com//uploads/2022/07/1820013103.JPEG,3.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,1820013103.JPEG
https://www.alsoouq.com//uploads/2022/07/6709218535.JPEG,3.0,عروض التميمي الرياض الأسبوعية 27 يوليو 2022 الموافق 28 ذو الحجة 1443,https://www.alsoouq.com/saudi-arabia-offers/offers-aswaq-tamimi/%d8%b9%d8%b1%d9%88%d8%b6-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%a3%d8%b3%d8%a8%d9%88%d8%b9%d9%8a%d8%a9-27-%d9%8a%d9%88%d9%84%d9%8a%d9%88-2022.html,6709218535.JPEG
